id,creation_mode,error,dem_fp,max_iter,tol,lambda,l1_ratio,class_weight
RDCF72WBWM,inicialization,0.49392953739566814,0.015168710334724202,166,0.08494819234954587,74642.03207654825,0.574259879404607,5
SUUUQGKT26,inicialization,0.49392953739566814,0.015168710334724202,134,0.023464860613376975,33737.13123490887,0.3965038319735684,5
ZWLPOSS5T9,inicialization,0.4540599064585341,0.038601280408307376,134,0.028111781102250547,99549.82723641503,0.030630773237737774,4
Y914S70B7Z,inicialization,0.693813270037034,0.0005754331733054609,151,0.0991911647284456,32819.85111224328,0.2767996441530134,9
1HLIHF3JMK,inicialization,0.6103179319598038,0.00806301410228255,31,0.0712571884131338,55068.53840209086,0.45458984902906685,6
TEZGV523S9,inicialization,0.3230729758833891,0.01859073080013013,151,0.08763116064543892,56977.042822256306,0.7278303348175683,2
B3FUBC89G7,inicialization,0.5827622412635933,0.005199052620166847,160,0.009893384727594105,89250.29895576529,0.7964861649061885,7
GSAVB3LD0D,inicialization,0.4540599064585341,0.038601280408307376,153,0.06495249719081003,73777.74781907302,0.6314583163558425,4
Q5FD34QOYC,inicialization,0.5827622412635933,0.005199052620166847,120,0.0752922757769061,1027.1097944591709,0.2794308527195002,7
AL0KNTOEJ6,inicialization,0.5748041038520861,0.010070428016645865,31,0.03340676812640412,99784.74609794,0.8288129462995879,7
SMGZVDWZC6,inicialization,0.5827622412635933,0.005199052620166847,127,0.07313776519859476,86948.35594031402,0.31517230139981245,7
T9KE93YHAC,inicialization,0.6354696289104972,0.0019337473486986038,79,0.07294952615357614,97857.04728842025,0.2675967556107821,8
769K3DKGBX,inicialization,0.546146906173411,0.011890200678844356,121,0.0025482697242003374,52802.63284222898,0.6881412877804378,6
DXON2GH3C5,inicialization,0.4540599064585341,0.038601280408307376,169,0.0158537633749107,42966.50605498485,0.44411144179597295,4
Q5EQXYMG8N,inicialization,1.0,0.0,33,0.08739149667840568,3015.188598228513,0.8494701027176965,1
Z57CQWXFFC,inicialization,0.5081148655258398,0.01162958782861543,77,0.017552168561653547,90940.52316866061,0.01526659406449482,5
G2BYM8ESJG,inicialization,0.6832190843671482,0.0004951644154349523,153,0.060484182857597345,99908.54594848347,0.812942235533269,9
UA1LSPCRYU,crossover,0.5817519090673842,0.006236291764077959,54,0.04039352665115658,74998.29301177838,0.42439606531668905,6
Q5ZXI6FPU1,crossover,0.47033891357107893,0.011515960625915617,51,0.03407415039646885,73519.71374036555,0.3912086709457051,4
5IYZ7GBNT0,crossover,0.5819356736153288,0.005460012954196075,86,0.020750654834792426,46572.744176423155,0.20839906767850372,7
KMUTKU03H2,crossover,0.565468250144985,0.005319629498872762,67,0.018296980021328364,35683.41920290593,0.16953376958020958,6
AL6679FIA2,crossover,0.49392953739566814,0.015168710334724202,136,0.0531346479201966,83952.89932060393,0.319737300850501,5
UORTQJ7FPG,crossover,0.4837311819557608,0.008718368549658212,107,0.04936571299100282,81629.65592460491,0.2697891726186008,5
907WF8RP9Z,mutation,0.468406079068978,0.011750164707321348,64,0.06317668415847674,70015.76718673459,0.8427295397869273,4
AQPPBWMUHD,crossover,0.4787999177175154,0.01522291780757181,32,0.05762158064633304,32784.16750943393,0.8355535092303571,4
0DS9MGOD4C,crossover,0.546146906173411,0.011890200678844356,153,0.0813103732152138,10617.189034671846,0.04931460315905308,6
N4DIK9MMTJ,crossover,0.49392953739566814,0.015168710334724202,150,0.07542552078654523,10227.405497463616,0.04806797725444759,5
ODW7KN6NCC,mutation,0.546146906173411,0.011890200678844356,111,0.039250639283649066,81157.78695973064,0.8397001032286358,6
LE6RRMDSNH,crossover,0.5087090643716048,0.011368627494586201,91,0.03315997461344382,79935.29621660557,0.8377178281616595,5
TY63AL2X3T,crossover,0.5827622412635933,0.005199052620166847,101,0.0622908009228753,30657.315355223232,0.5772109363088528,7
WFICITH1ZM,crossover,0.5827622412635933,0.005199052620166847,98,0.04847637600299558,22099.613150686942,0.3900361928647338,7
8TFREPBCDV,mutation,0.4540599064585341,0.038601280408307376,116,0.07809961494079497,64637.895964067015,0.8271293829586904,4
6DD7MT94SJ,crossover,0.47891930841482855,0.01574483847563027,29,0.06187260587826708,34675.78225253468,0.7893848549926535,4
LL1Q1BDDRY,crossover,0.5816257890949151,0.011141025605386278,45,0.08134372792672678,20550.98583244274,0.7621312547953973,7
YXKHPD6REF,crossover,0.43221338962347,0.01965959096986898,40,0.08032979603182172,7478.534555255696,0.7001992859370079,3
WVL3MT4UQC,crossover,0.5894940504290663,0.0038608925051914077,52,0.08158526245006799,17087.858405464223,0.7872254120735013,7
CCF20YJ6HJ,crossover,0.4673417571401014,0.016755321366917875,33,0.08008826150848052,10941.661982234215,0.6751051286589039,3
WCVMVQAMS0,crossover,0.546146906173411,0.011890200678844356,101,0.05149501912978245,94713.17573154008,0.23603580928354928,6
OCSAK3897D,crossover,0.5153055999923615,0.016407142599012034,61,0.027810697097506748,91076.29559187865,0.23424988514282763,5
SF1U1GK9LI,crossover,0.3230729758833891,0.01859073080013013,138,0.05226338784273125,13960.40862613278,0.6611792131618028,2
WVTZQG1YQC,crossover,0.8005688972540514,0.0047577481937791655,72,0.039933462107306174,8866.97870809562,0.437085349535643,1
RDL00APLXO,crossover,0.5075769876039377,0.012151508496673884,80,0.05606945393735977,76109.59608617479,0.350200406103876,5
136ZBCJERX,crossover,0.468406079068978,0.011750164707321348,64,0.054079611043369745,73730.94207732637,0.33303915193741745,4
CIO7R6108W,crossover,0.49392953739566814,0.015168710334724202,132,0.016994216308126132,76354.79939311376,0.28269620731545275,5
WGAQMGNP18,crossover,0.4540599064585341,0.038601280408307376,114,0.01641171562843811,57552.22983053169,0.17668182854501502,4
ZMG7NZMCMS,crossover,0.5827622412635933,0.005199052620166847,108,0.054366445294793404,79748.47032445413,0.22088835449739797,7
XXMG94PGA3,crossover,0.5432627801926457,0.007614759999888804,78,0.05099267046234663,51912.49617089386,0.2110246826821799,6
PH1ZZX2C7Z,crossover,0.5818437812466215,0.00598193362225453,91,0.06322352556995998,56628.82641512901,0.27331656452835973,7
8V84CVRASV,crossover,0.5819356736153288,0.005460012954196075,84,0.043501477337580266,43200.161391512964,0.2706521477063294,7
GMCCV8IY5M,crossover,0.4540599064585341,0.038601280408307376,165,0.029574536871352287,46708.56740668425,0.8643127609302278,4
AWUG7XZL6H,crossover,0.4540599064585341,0.038601280408307376,154,0.023654489026594533,45642.08113664595,0.7926920096720419,4
YTRVLRGSSX,mutation,0.5527236095905075,0.0123120460124149,41,0.035247063540222126,60206.254610048905,0.7256053317422331,6
YSJ0Y0FN2M,crossover,0.5133355738124885,0.013168593580167292,38,0.02123673999806647,57940.695052852,0.5964820259213393,5
I7KFVFUCKM,crossover,0.4540599064585341,0.038601280408307376,119,0.06660203100050706,55149.9570314634,0.6877444795376486,4
L6GI4HGBFC,crossover,0.4540599064585341,0.038601280408307376,111,0.06060507091830424,54302.745907953715,0.5003974049484574,4
38ZPKCA58Q,crossover,0.515360026403179,0.011890548162644655,72,0.07134136454492662,59879.68277588119,0.865910970174064,5
FOFIR89HNJ,crossover,0.46418180943746346,0.009160715427446772,72,0.06996500480784978,58051.865588439665,0.859974681592886,4
JNQDX62SWL,crossover,0.4002108228857161,0.039022430774277306,129,0.06024000832680083,39610.595815305176,0.5562982555820251,3
ZQB2TK32GE,crossover,0.4002108228857161,0.039022430774277306,114,0.03367927966944876,27498.705464374405,0.4714316696347096,3
VU3AIC0EUW,mutation,0.5186096221457793,0.013222106085414298,71,0.033766366386851175,91445.44952182626,0.37523220012982833,5
054R1HH6P7,mutation,0.46648777074375847,0.008799332275129329,53,0.029974856856980432,85461.02913605531,0.2539750779912873,4
3PJRV6MZHF,mutation,0.4540599064585341,0.038601280408307376,179,0.07777590914502626,27856.668985473727,0.5915787241930561,4
PI0I33DDMC,mutation,0.4002108228857161,0.039022430774277306,166,0.06262772181601527,18441.373439599698,0.4239470140634878,3
WHXM4YJCJN,mutation,0.5512877266339755,0.0123120460124149,44,0.09130209109612689,49159.54482052405,0.37811555892154985,6
YNUPN7P0U8,crossover,0.5176568311423344,0.011810279404774152,41,0.07976167570976764,44963.20985647562,0.3478814175090161,4
PRR2QWU1V3,crossover,0.6354696289104972,0.0019337473486986038,77,0.03260881457736428,48506.027425520144,0.28384802162292283,8
9GBRN09OLU,crossover,0.5142086135604413,0.014265947421531207,56,0.013296601071098254,26109.479144566467,0.15360685456601947,
6J3TS41P0Y,crossover,0.5659759699525277,0.0008297913151288881,67,0.04457159087708839,97986.63400350412,0.6168472404421174,7
VOMV9R2WAH,crossover,0.5647222723428513,0.005319629498872762,65,0.04033019637909819,96511.28782597597,0.4480015151410198,6
KI7AJOOXQ6,crossover,0.5462990272079595,0.007922283163158933,104,0.0813969452176506,30458.87951802682,0.21598576163664093,6
J5B49LPOTL,crossover,0.5074663680333193,0.01162958782861543,79,0.049923429852136256,23842.363441812362,0.1661851349418957,5
IUQJVTHRBJ,crossover,0.4540599064585341,0.038601280408307376,128,0.07913571264149874,36642.62924603101,0.47964054537097545,4
Q2V2V09QCG,crossover,0.4540599064585341,0.038601280408307376,92,0.07840187221329517,36177.24959591834,0.4598195963310968,4
QMSD3RAUQI,crossover,0.4002108228857161,0.039022430774277306,86,0.04894517392960638,31175.094919166546,0.7497805680699237,3
UCW25C4ZHW,crossover,0.3904348023241262,0.07400188753200332,50,0.042472647974830434,28084.32292809535,0.6823950430324361,2
MPD42GY3ZR,crossover,0.5147019949071712,0.01666810293304126,59,0.02676382200507583,58529.637316299835,0.6826327359746425,5
MPSH3OESKF,crossover,0.4097826855731962,0.07345355809512155,47,0.025536988335366256,29864.69836937239,0.636958449226517,2
K81QVHAJHZ,crossover,0.6842905226487759,0.0007561247494641797,141,0.08144406369032632,25623.237918117597,0.2319181942428442,9
NO953LUIGG,crossover,0.6336783140881805,0.0019337473486986038,139,0.0492608977151454,22443.639879056067,0.15564521908720674,8
MSY7VG1S93,crossover,0.5554607592639418,0.009936646753528353,33,0.07036165256123371,40802.801645961226,0.6545112043141958,5
VPAKH8TRAJ,crossover,0.47940072492849606,0.01522291780757181,33,0.06283525976563449,36826.8935223539,0.632413774592443,4
EV2Z5E4P2U,crossover,0.5538661315311043,0.010746284008239534,46,0.08124290954456369,64665.204983662195,0.36884778343599434,6
D6ZXGUHU99,crossover,0.5133355738124885,0.013168593580167292,41,0.06436908449665958,49003.51786133322,0.34001422015444704,5
TKC1B8FPLB,mutation,0.5942064161409031,0.0033389718371329524,60,0.0678702811820564,59902.443954138966,0.6880149952345215,7
S3VPVHUWUZ,crossover,0.5816257890949151,0.011141025605386278,45,0.06770007212885867,57802.22216167475,0.6212282022148128,7
I7SYHZQR3C,crossover,0.4002108228857161,0.039022430774277306,140,0.06638489041209696,29347.911827173946,0.8440468118121773,3
BNC3K1RR3R,mutation,0.32239571101007236,0.021695498555857284,98,0.06107512377873325,17678.638429182964,0.8250159569466624,2
D6RZOQQSRX,crossover,0.5513377307878463,0.01257300634644413,38,0.06618634600629356,49152.01134163489,0.6277235591002543,6
IPGZKDUQU3,mutation,0.510671011471054,0.014500151502936931,35,0.05994886567399068,32941.02978370742,0.5294161682550446,5
15C87FZ56B,crossover,0.4002108228857161,0.039022430774277306,106,0.08592341760178779,39344.45269803993,0.43133346373607806,3
IPGU8O95Z5,crossover,0.4016667965202043,0.042127198530004545,77,0.07412316911777378,39320.35939217405,0.3963719192474461,3
A2RWHRQ9CN,mutation,0.6840835226413862,1.0,57,0.07955038179927566,49996.43018859807,0.7314872889284064,9
GHTISCOMI1,crossover,0.6460210500067384,1.0,40,0.06927708517193779,40628.140155589004,0.6043696055199933,8
YVXNO61E5Y,crossover,0.565468250144985,0.005319629498872762,69,0.025931878250477047,57690.969673388056,0.5865234078958323,6
H2CBZTGT4C,crossover,0.5200454167524265,0.013744026753472756,54,0.013763017226737742,52226.034881975225,0.5421891288029219,5
NHUMDEG8E5,mutation,0.546146906173411,0.011890200678844356,114,0.06362961737489693,46718.24026403916,0.7032624470474078,6
76RA4OJJK7,mutation,0.48854992507099126,0.00986923489626914,108,0.06331126933889962,40042.238252134215,0.5740159025519977,5
2403RKC96P,crossover,0.6336783140881805,0.0019337473486986038,103,0.0936348236666804,27198.923768261222,0.5256197769509469,8
SQU96RKZW2,crossover,0.6336783140881805,0.0019337473486986038,93,0.08690006898849197,26171.9131764248,0.5133111219974639,8
U9WEODQAXU,crossover,0.5075216747127331,0.013483066419443527,86,0.03922997731884347,35624.742544702225,0.2673806400261351,5
IPFBBJYJYR,crossover,0.5075216747127331,0.013483066419443527,84,0.018050820494313828,26420.012083614907,0.24354363305521115,5
GDX4ZJS2WD,crossover,0.5031809379090391,0.007527889049812497,106,0.07349875345818489,15674.524829038759,0.7556919758295154,5
EWCXWU4WP9,crossover,0.4540599064585341,0.038601280408307376,84,0.06034989683461436,15373.742202558244,0.6927126494057886,4
5H3Y8XVML0,crossover,0.4002108228857161,0.039022430774277306,125,0.021877962906260224,55645.238382429954,0.33509154998184804,3
5VC78MNLLZ,crossover,0.4002108228857161,0.039022430774277306,103,0.017001540761840368,37686.674093935486,0.3049115809436063,3
TJFNNUETM8,mutation,0.565468250144985,0.005319629498872762,59,0.034771886808453,74056.41701012074,0.5974268888784018,6
9UELLR3CA2,crossover,0.5189881375252826,0.013456310166820022,53,0.03424154311862029,70653.88614887848,0.5034106429936596,5
0PVBDBPL0R,mutation,0.546146906173411,0.011890200678844356,183,0.05749260007294103,75700.46751462593,0.5951854904390803,6
QSRYJQNJXM,mutation,0.4540599064585341,0.038601280408307376,168,0.0536723389584028,63756.09413495875,0.8558246451432578,4
G7K5ME3MEZ,mutation,0.3230729758833891,0.01859073080013013,83,0.06996012793015743,34914.30845505737,0.45198690064613706,2
KEOMT622ML,crossover,0.3230729758833891,0.01859073080013013,75,0.06364269172070708,29922.82904425326,0.41604232862736473,2
YQTSYYDIHF,crossover,0.6671035394776219,0.0007561247494641797,107,0.054647330447260084,91073.04998346993,0.6823389337043854,9
4BWLVWXP0A,mutation,0.6354696289104972,0.0019337473486986038,79,0.05164226805879979,83450.00253510017,0.5807696405232456,8
3WF7NW4HUU,mutation,0.546146906173411,0.011890200678844356,134,0.0439416479114403,14688.529647336183,0.38720898383755,6
5PVI3DCBV3,crossover,0.4540599064585341,0.038601280408307376,133,0.03983553660831708,14518.90566372698,0.3847339985012904,4
K6JQ6XRZ8S,mutation,0.6336783140881805,0.0019337473486986038,123,0.04466419431757076,48164.56228309619,0.1747818570865534,8
8N5IKQPYFF,mutation,0.6336783140881805,0.0019337473486986038,114,0.04121604765424878,45825.412107982505,0.15687026658788214,8
VGNZDX5NQ9,crossover,0.5434299539814638,0.0045569025572027855,103,0.05829685389241069,53584.30141697161,0.6476585644538517,5
KKJZK921QU,crossover,0.4540599064585341,0.038601280408307376,103,0.05714471518111596,43842.80733666548,0.39824574699020876,4
